MONGODB | Topology type 'unknown' initializing.
MONGODB | Server localhost:27017 initializing.
MONGODB | Topology type 'unknown' changed to type 'single'.
MONGODB | Server description for localhost:27017 changed from 'unknown' to 'standalone'.
MONGODB | There was a change in the members of the 'single' topology.
MONGODB | localhost:27017 | triresults_development.delete | STARTED | {"delete"=>"races", "deletes"=>[{"q"=>{}, "limit"=>0}], "ordered"=>true}
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000999s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c4e301d083c30026d2'), "group"=>{"name"=>"40 to 49 (M)", "place"=>1}, "bib"=>5, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c4e301d083c30026e2'), "group"=>{"name"=>"50 to 59 (F)", "place"=>4}, "bib"=>6, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c4e301d083c30026f2'), "group"=>{"name"=>"50 to 59 (F)", "place"=>2}, "bib"=>7, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c4e301d083c3002702'), "group"=>{"name"=>"20 to 29 (M)", "place"=>2}, "bib"=>8, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001985s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c4e301d083c3002712'), "group"=>{"name"=>"10 to 19 (M)", "place"=>1}, "bib"=>9, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.012432s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c4e301d083c3002722'), "group"=>{"name"=>"20 to 29 (M)", "place"=>1}, "bib"=>10, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c4e301d083c3002732'), "group"=>{"name"=>"masters M", "place"=>1}, "bib"=>11, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c4e301d083c3002742'), "group"=>{"name"=>"50 to 59 (F)", "place"=>6}, "bib"=>12, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c4e301d083c3002752'), "group"=>{"name"=>"50 to 59 (F)", "place"=>5}, "bib"=>13, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002762'), "group"=>{"name"=>"30 to 39 (M)", "place"=>1}, "bib"=>14, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002772'), "group"=>{"name"=>"masters F", "place"=>1}, "bib"=>15, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002782'), "group"=>{"name"=>"masters F", "place"=>2}, "bib"=>16, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002792'), "group"=>{"name"=>"30 to 39 (M)", "place"=>2}, "bib"=>17, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30027a2'), "group"=>{"name"=>"50 to 59 (F)", "place"=>1}, "bib"=>18, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30027b2'), "group"=>{"name"=>"30 to 39 (F)", "place"=>2}, "bib"=>19, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30027c2'), "group"=>{"name"=>"20 to 29 (F)", "place"=>2}, "bib"=>20, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30027d2'), "group"=>{"name"=>"10 to 19 (F)"}, "bib"=>1, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30027e2'), "group"=>{"name"=>"30 to 39 (M)"}, "bib"=>2, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001435s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30027f2'), "group"=>{"name"=>"20 to 29 (M)"}, "bib"=>3, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001032s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002802'), "group"=>{"name"=>"50 to 59 (F)"}, "bib"=>4, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001946s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002812'), "group"=>{"name"=>"30 to 39 (F)"}, "bib"=>5, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001999s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002822'), "group"=>{"name"=>"40 to 49 (M)"}, "bib"=>6, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002832'), "group"=>{"name"=>"30 to 39 (M)"}, "bib"=>7, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002004s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002842'), "group"=>{"name"=>"40 to 49 (F)"}, "bib"=>8, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001998s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002852'), "group"=>{"name"=>"20 to 29 (M)"}, "bib"=>9, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Ob...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002862'), "group"=>{"name"=>"10 to 19 (M)"}, "bib"=>10, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001003s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002872'), "group"=>{"name"=>"30 to 39 (F)"}, "bib"=>11, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001004s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002882'), "group"=>{"name"=>"40 to 49 (M)"}, "bib"=>12, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002892'), "group"=>{"name"=>"20 to 29 (F)"}, "bib"=>13, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30028a2'), "group"=>{"name"=>"40 to 49 (M)"}, "bib"=>14, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30028b2'), "group"=>{"name"=>"50 to 59 (F)"}, "bib"=>15, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30028c2'), "group"=>{"name"=>"30 to 39 (M)"}, "bib"=>16, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30028d2'), "group"=>{"name"=>"10 to 19 (M)"}, "bib"=>17, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002003s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30028e2'), "group"=>{"name"=>"20 to 29 (F)"}, "bib"=>18, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30028f2'), "group"=>{"name"=>"masters M"}, "bib"=>19, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::Obje...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.000999s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002902'), "group"=>{"name"=>"20 to 29 (M)"}, "bib"=>20, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"=>BSON::O...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002912'), "group"=>{"name"=>"50 to 59 (M)", "place"=>1}, "bib"=>1, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002922'), "group"=>{"name"=>"20 to 29 (M)", "place"=>3}, "bib"=>2, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002932'), "group"=>{"name"=>"40 to 49 (M)", "place"=>3}, "bib"=>3, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001003s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002942'), "group"=>{"name"=>"40 to 49 (F)", "place"=>1}, "bib"=>4, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002004s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002952'), "group"=>{"name"=>"50 to 59 (F)", "place"=>3}, "bib"=>5, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002005s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002962'), "group"=>{"name"=>"20 to 29 (M)", "place"=>2}, "bib"=>6, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002972'), "group"=>{"name"=>"50 to 59 (F)", "place"=>2}, "bib"=>7, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002982'), "group"=>{"name"=>"30 to 39 (F)", "place"=>2}, "bib"=>8, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002992'), "group"=>{"name"=>"20 to 29 (M)", "place"=>1}, "bib"=>9, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002004s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30029a2'), "group"=>{"name"=>"40 to 49 (M)", "place"=>1}, "bib"=>10, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30029b2'), "group"=>{"name"=>"30 to 39 (M)", "place"=>3}, "bib"=>11, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002004s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30029c2'), "group"=>{"name"=>"40 to 49 (M)", "place"=>2}, "bib"=>12, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002005s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30029d2'), "group"=>{"name"=>"50 to 59 (F)", "place"=>4}, "bib"=>13, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002005s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30029e2'), "group"=>{"name"=>"20 to 29 (F)", "place"=>1}, "bib"=>14, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002004s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c30029f2'), "group"=>{"name"=>"masters F", "place"=>1}, "bib"=>15, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_id"...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002003s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002a02'), "group"=>{"name"=>"50 to 59 (F)", "place"=>1}, "bib"=>16, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002003s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002a12'), "group"=>{"name"=>"30 to 39 (M)", "place"=>2}, "bib"=>17, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001999s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002a22'), "group"=>{"name"=>"30 to 39 (F)", "place"=>1}, "bib"=>18, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002009s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002a32'), "group"=>{"name"=>"30 to 39 (M)", "place"=>1}, "bib"=>19, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001999s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002a42'), "group"=>{"name"=>"50 to 59 (F)", "place"=>5}, "bib"=>20, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001001s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002a52'), "group"=>{"name"=>"50 to 59 (M)", "place"=>2}, "bib"=>1, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.01201s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002a62'), "group"=>{"name"=>"10 to 19 (M)", "place"=>1}, "bib"=>2, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.002003s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002a72'), "group"=>{"name"=>"30 to 39 (M)", "place"=>1}, "bib"=>3, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.013014s
MONGODB | localhost:27017 | triresults_development.insert | STARTED | {"insert"=>"results", "documents"=>[{"_id"=>BSON::ObjectId('569a58c5e301d083c3002a82'), "group"=>{"name"=>"40 to 49 (M)", "place"=>2}, "bib"=>4, "updated_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "created_at"=>Sun, 16 Jan 2011 00:00:00 +0000, "race"=>{"_i...
MONGODB | localhost:27017 | triresults_development.insert | SUCCEEDED | 0.001995s
